date,month_year,boutique_id,boutique_name,market,category,product,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,waitlist_count,sales_velocity,unit_cost_usd
2024-09-29,Sep 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,44,40,44,4.6,17,88,Low,Low,1,9.5,16128.28
2024-10-29,Oct 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,48,45,65,6.1,19,31,Low,Medium,10,10.7,16128.28
2024-11-28,Nov 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,42,40,41,4.3,16,37,Low,Low,2,9.5,16128.28
2024-12-28,Dec 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,52,57,38,2.8,20,33,Medium,Low,1,13.6,16128.28
2025-01-27,Jan 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,56,61,40,2.8,22,62,Medium,Low,14,14.5,16128.28
2025-02-26,Feb 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,54,51,68,5.6,21,58,Low,Medium,1,12.1,16128.28
2025-03-28,Mar 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,39,41,49,5.0,15,69,Low,Medium,8,9.8,16128.28
2025-04-27,Apr 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,37,40,36,3.8,14,28,Low,Low,12,9.5,16128.28
2025-05-27,May 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,42,37,54,6.1,16,39,Low,Medium,14,8.8,16128.28
2025-06-26,Jun 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,35,32,34,4.5,14,58,Low,Low,16,7.6,16128.28
2025-07-26,Jul 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,29,34,20,2.5,11,55,Medium,Low,12,8.1,16128.28
2025-08-25,Aug 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,31,36,30,3.5,12,56,Low,Low,7,8.6,16128.28
2025-09-24,Sep 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,44,49,48,4.1,17,51,Low,Low,10,11.7,16128.28
2025-10-24,Oct 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,48,52,38,3.1,19,14,Low,Low,7,12.4,16128.28
2025-11-23,Nov 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Ballon Bleu de Aurelle,42,43,29,2.8,16,38,Medium,Low,16,10.2,16128.28
2024-07-01,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,24,24,26,4.6,9,55,Low,Low,4,5.7,16128.28
2024-07-31,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,24,23,26,4.7,9,62,Low,Low,2,5.5,16128.28
2024-08-30,Aug 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,26,25,29,4.8,10,45,Low,Low,14,6.0,16128.28
2024-09-29,Sep 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,37,40,43,4.5,14,50,Low,Low,6,9.5,16128.28
2024-10-29,Oct 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,41,43,35,3.4,16,28,Low,Low,7,10.2,16128.28
2024-11-28,Nov 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,36,36,44,5.1,14,34,Low,Medium,8,8.6,16128.28
2024-12-28,Dec 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,44,45,59,5.5,17,31,Low,Medium,3,10.7,16128.28
2025-01-27,Jan 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,47,49,61,5.2,18,61,Low,Medium,6,11.7,16128.28
2025-02-26,Feb 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,46,52,37,3.0,18,71,Low,Low,13,12.4,16128.28
2025-03-28,Mar 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,33,29,30,4.3,13,86,Low,Low,13,6.9,16128.28
2025-04-27,Apr 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,31,27,30,4.7,12,82,Low,Low,15,6.4,16128.28
2025-05-27,May 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,36,42,45,4.5,14,88,Low,Medium,15,10.0,16128.28
2025-06-26,Jun 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,29,31,37,5.0,11,72,Low,Medium,9,7.4,16128.28
2025-07-26,Jul 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,24,23,26,4.7,9,38,Low,Low,4,5.5,16128.28
2025-08-25,Aug 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,26,28,30,4.5,10,83,Low,Low,13,6.7,16128.28
2025-09-24,Sep 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,37,34,33,4.1,14,23,Low,Low,3,8.1,16128.28
2025-10-24,Oct 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,41,42,30,3.0,16,46,Medium,Low,4,10.0,16128.28
2025-11-23,Nov 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Ballon Bleu de Aurelle,36,38,46,5.1,14,25,Low,Medium,6,9.0,16128.28
2024-07-01,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,11,11,9,3.5,4,54,Low,Low,3,2.6,16128.28
2024-07-31,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,11,10,12,5.0,4,38,Low,Low,2,2.4,16128.28
2024-08-30,Aug 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,12,10,11,4.6,4,38,Low,Low,2,2.4,16128.28
2024-09-29,Sep 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,17,16,15,3.9,6,64,Low,Low,6,3.8,16128.28
2024-10-29,Oct 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,18,18,24,5.6,7,49,Low,Medium,3,4.3,16128.28
2024-11-28,Nov 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,16,14,20,6.1,6,85,Low,Medium,7,3.3,16128.28
2024-12-28,Dec 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,20,21,17,3.4,8,71,Low,Low,9,5.0,16128.28
2025-01-27,Jan 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,21,20,21,4.4,8,48,Low,Low,10,4.8,16128.28
2025-02-26,Feb 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,21,23,24,4.4,8,52,Low,Low,6,5.5,16128.28
2025-03-28,Mar 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,15,12,20,6.9,6,90,Low,Medium,8,2.9,16128.28
2025-04-27,Apr 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,14,14,18,5.5,5,52,Low,Medium,3,3.3,16128.28
2025-05-27,May 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,16,15,15,4.2,6,88,Low,Low,9,3.6,16128.28
2025-06-26,Jun 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,13,12,14,4.8,5,78,Low,Low,2,2.9,16128.28
2025-07-26,Jul 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,11,11,9,3.5,4,79,Low,Low,9,2.6,16128.28
2025-08-25,Aug 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,12,10,9,3.8,4,18,Low,Low,4,2.4,16128.28
2025-09-24,Sep 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,17,15,16,4.4,6,40,Low,Low,14,3.6,16128.28
2025-10-24,Oct 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,18,17,22,5.5,7,87,Low,Medium,13,4.0,16128.28
2025-11-23,Nov 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Ballon Bleu de Aurelle,16,16,16,4.2,6,26,Low,Low,13,3.8,16128.28
2024-07-01,Jul 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,20,17,27,6.8,8,58,Low,Medium,1,4.0,16128.28
2024-07-31,Jul 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,20,21,26,5.2,8,47,Low,Medium,1,5.0,16128.28
2024-08-30,Aug 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,21,19,24,5.3,8,71,Low,Low,6,4.5,16128.28
2024-09-29,Sep 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,31,27,30,4.7,12,32,Low,Low,5,6.4,16128.28
2024-10-29,Oct 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,33,33,42,5.3,13,78,Low,Medium,3,7.9,16128.28
2024-11-28,Nov 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,29,27,38,5.9,11,28,Low,Medium,1,6.4,16128.28
2024-12-28,Dec 2024,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,36,32,36,4.7,14,20,Low,Low,2,7.6,16128.28
2025-01-27,Jan 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,39,40,46,4.8,15,30,Low,Low,4,9.5,16128.28
2025-02-26,Feb 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,37,38,41,4.6,14,48,Low,Low,3,9.0,16128.28
2025-03-28,Mar 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,27,29,33,4.8,10,51,Low,Medium,2,6.9,16128.28
2025-04-27,Apr 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,25,28,17,2.5,10,36,Medium,Low,2,6.7,16128.28
2025-05-27,May 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,29,33,31,3.9,11,75,Low,Low,2,7.9,16128.28
2025-06-26,Jun 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,24,21,25,5.0,9,49,Low,Low,5,5.0,16128.28
2025-07-26,Jul 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,20,21,23,4.6,8,47,Low,Low,2,5.0,16128.28
2025-08-25,Aug 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,21,21,26,5.2,8,88,Low,Medium,2,5.0,16128.28
2025-09-24,Sep 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,31,37,40,4.5,12,21,Low,Medium,6,8.8,16128.28
2025-10-24,Oct 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,33,34,41,5.1,13,72,Low,Medium,6,8.1,16128.28
2025-11-23,Nov 2025,au-2,Aurelle Collins St Melbourne,Australia,Watches,Ballon Bleu de Aurelle,29,27,29,4.5,11,19,Low,Low,5,6.4,16128.28
2024-07-01,Jul 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,7,6,9,6.4,2,49,Low,Medium,10,1.4,16128.28
2024-07-31,Jul 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,7,7,6,3.5,2,77,Low,Low,16,1.7,16128.28
2024-08-30,Aug 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,8,8,10,5.3,3,35,Low,Medium,4,1.9,16128.28
2024-09-29,Sep 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,11,10,15,6.2,4,76,Low,Medium,15,2.4,16128.28
2024-10-29,Oct 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,12,12,12,4.1,4,62,Low,Low,16,2.9,16128.28
2024-11-28,Nov 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,11,10,15,6.2,4,63,Low,Medium,16,2.4,16128.28
2024-12-28,Dec 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,13,14,14,4.2,5,60,Low,Low,2,3.3,16128.28
2025-01-27,Jan 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,14,16,17,4.5,5,63,Low,Medium,6,3.8,16128.28
2025-02-26,Feb 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,14,16,10,2.6,5,70,Medium,Low,12,3.8,16128.28
2025-03-28,Mar 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,10,10,12,5.0,4,82,Low,Low,13,2.4,16128.28
2025-04-27,Apr 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,9,9,8,3.8,3,26,Low,Low,3,2.1,16128.28
2025-05-27,May 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,11,11,12,4.6,4,26,Low,Low,9,2.6,16128.28
2025-06-26,Jun 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,9,8,12,6.3,3,60,Low,Medium,10,1.9,16128.28
2025-07-26,Jul 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,7,7,5,2.9,2,54,Medium,Low,15,1.7,16128.28
2025-08-25,Aug 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,8,8,10,5.3,3,15,Low,Medium,12,1.9,16128.28
2025-09-24,Sep 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,11,11,14,5.4,4,53,Low,Medium,16,2.6,16128.28
2025-10-24,Oct 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,12,12,14,4.8,4,21,Low,Low,6,2.9,16128.28
2025-11-23,Nov 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,Watches,Ballon Bleu de Aurelle,11,10,12,5.0,4,31,Low,Low,1,2.4,16128.28
2024-07-01,Jul 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,11,12,9,3.1,4,27,Low,Low,4,2.9,16128.28
2024-07-31,Jul 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,11,12,7,2.4,4,86,Medium,Low,7,2.9,16128.28
2024-08-30,Aug 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,12,13,8,2.6,4,52,Medium,Low,4,3.1,16128.28
2024-09-29,Sep 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,17,17,22,5.5,6,85,Low,Medium,15,4.0,16128.28
2024-10-29,Oct 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,18,15,17,4.7,7,71,Low,Low,2,3.6,16128.28
2024-11-28,Nov 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,16,15,15,4.2,6,35,Low,Low,6,3.6,16128.28
2024-12-28,Dec 2024,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,20,19,20,4.4,8,73,Low,Low,3,4.5,16128.28
2025-01-27,Jan 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,21,18,25,5.8,8,73,Low,Low,10,4.3,16128.28
2025-02-26,Feb 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,21,17,14,3.5,8,73,Medium,Low,8,4.0,16128.28
2025-03-28,Mar 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,15,15,13,3.6,6,62,Low,Low,13,3.6,16128.28
2025-04-27,Apr 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,14,16,11,2.9,5,72,Low,Low,1,3.8,16128.28
2025-05-27,May 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,16,15,18,5.0,6,77,Low,Low,9,3.6,16128.28
2025-06-26,Jun 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,13,15,13,3.6,5,23,Low,Low,2,3.6,16128.28
2025-07-26,Jul 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,11,12,13,4.5,4,63,Low,Low,14,2.9,16128.28
2025-08-25,Aug 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,12,11,12,4.6,4,87,Low,Low,16,2.6,16128.28
2025-09-24,Sep 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,17,19,14,3.1,6,37,Low,Low,15,4.5,16128.28
2025-10-24,Oct 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,18,16,20,5.3,7,84,Low,Low,8,3.8,16128.28
2025-11-23,Nov 2025,mo-1,Aurelle Wynn Palace Macau,Macau,Watches,Ballon Bleu de Aurelle,16,18,18,4.2,6,89,Low,Low,15,4.3,16128.28
2024-07-01,Jul 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,24,23,24,4.4,9,68,Low,Low,3,5.5,16128.28
2024-07-31,Jul 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,24,21,20,4.0,9,31,Low,Low,16,5.0,16128.28
2024-08-30,Aug 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,25,23,19,3.5,10,90,Low,Low,12,5.5,16128.28
2024-09-29,Sep 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,36,40,50,5.3,14,80,Low,Medium,13,9.5,16128.28
2024-10-29,Oct 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,40,38,50,5.6,16,26,Low,Medium,4,9.0,16128.28
2024-11-28,Nov 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,35,34,43,5.3,14,44,Low,Medium,9,8.1,16128.28
2024-12-28,Dec 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,43,45,56,5.2,17,19,Low,Medium,15,10.7,16128.28
2025-01-27,Jan 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,46,50,50,4.2,18,39,Low,Low,10,11.9,16128.28
2025-02-26,Feb 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,44,52,42,3.4,17,22,Low,Low,3,12.4,16128.28
2025-03-28,Mar 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,32,34,26,3.2,12,51,Low,Low,14,8.1,16128.28
2025-04-27,Apr 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,30,26,32,5.2,12,23,Low,Low,2,6.2,16128.28
2025-05-27,May 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,35,32,30,3.9,14,40,Low,Low,16,7.6,16128.28
2025-06-26,Jun 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,28,33,34,4.3,11,34,Low,Medium,13,7.9,16128.28
2025-07-26,Jul 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,24,24,26,4.6,9,77,Low,Low,8,5.7,16128.28
2025-08-25,Aug 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,25,29,23,3.3,10,28,Low,Low,2,6.9,16128.28
2025-09-24,Sep 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,36,31,40,5.4,14,23,Low,Low,7,7.4,16128.28
2025-10-24,Oct 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,40,37,43,4.9,16,86,Low,Low,7,8.8,16128.28
2025-11-23,Nov 2025,th-1,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,35,33,33,4.2,14,38,Low,Low,13,7.9,16128.28
2024-07-01,Jul 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,14,12,9,3.1,5,59,Medium,Low,2,2.9,16128.28
2024-07-31,Jul 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,14,16,13,3.4,5,59,Low,Low,6,3.8,16128.28
2024-08-30,Aug 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,15,13,10,3.2,6,67,Medium,Low,2,3.1,16128.28
2024-09-29,Sep 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,21,24,15,2.6,8,53,Medium,Low,4,5.7,16128.28
2024-10-29,Oct 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,23,20,29,6.0,9,32,Low,Medium,0,4.8,16128.28
2024-11-28,Nov 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,20,22,26,5.0,8,90,Low,Medium,7,5.2,16128.28
2024-12-28,Dec 2024,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,25,29,24,3.5,10,45,Low,Low,3,6.9,16128.28
2025-01-27,Jan 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,27,30,25,3.5,10,88,Low,Low,2,7.1,16128.28
2025-02-26,Feb 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,26,23,31,5.6,10,28,Low,Low,2,5.5,16128.28
2025-03-28,Mar 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,19,19,25,5.6,7,65,Low,Medium,4,4.5,16128.28
2025-04-27,Apr 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,18,15,13,3.6,7,80,Medium,Low,0,3.6,16128.28
2025-05-27,May 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,20,22,15,2.9,8,86,Low,Low,3,5.2,16128.28
2025-06-26,Jun 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,17,20,19,4.0,6,41,Low,Low,1,4.8,16128.28
2025-07-26,Jul 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,14,14,15,4.5,5,48,Low,Low,4,3.3,16128.28
2025-08-25,Aug 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,15,13,17,5.5,6,64,Low,Low,0,3.1,16128.28
2025-09-24,Sep 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,21,20,19,4.0,8,15,Low,Low,5,4.8,16128.28
2025-10-24,Oct 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,23,25,29,4.8,9,59,Low,Medium,2,6.0,16128.28
2025-11-23,Nov 2025,in-1,Aurelle DLF Chanakya Delhi,India,Watches,Ballon Bleu de Aurelle,20,20,20,4.2,8,18,Low,Low,0,4.8,16128.28
2024-07-01,Jul 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,79,78,61,3.3,31,37,Low,Low,35,18.6,9074.71
2024-07-31,Jul 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,79,72,86,5.0,31,39,Low,Low,10,17.1,9074.71
2024-08-30,Aug 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,84,87,67,3.2,33,40,Low,Low,10,20.7,9074.71
2024-09-29,Sep 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,121,106,105,4.2,48,31,Low,Low,10,25.2,9074.71
2024-10-29,Oct 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,132,156,165,4.4,52,16,Low,Medium,22,37.1,9074.71
2024-11-28,Nov 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,116,120,121,4.2,46,44,Low,Low,35,28.6,9074.71
2024-12-28,Dec 2024,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,143,149,168,4.7,57,28,Low,Low,12,35.5,9074.71
2025-01-27,Jan 2025,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,153,154,194,5.3,61,34,Low,Medium,20,36.7,9074.71
2025-02-26,Feb 2025,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,148,159,170,4.5,59,18,Low,Low,32,37.9,9074.71
2025-03-28,Mar 2025,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,106,107,139,5.5,42,32,Low,Medium,20,25.5,9074.71
2025-04-27,Apr 2025,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,100,110,114,4.4,40,31,Low,Low,7,26.2,9074.71
2025-05-27,May 2025,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,116,127,109,3.6,46,27,Low,Low,15,30.2,9074.71
2025-06-26,Jun 2025,hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Watches,Panthère de Aurelle Watch,95,110,118,4.5,38,28,Low,Medium,27,26.2,9074.71
